term	Category	Freq	Term	Total	loglift	logprob	Relevance
2250	Topic1	291.4382545395969	marry	306.9475014568737	4.7022	-4.1858	-0.6305999999999998
1671	Topic1	124.08040539734003	marital_satisfaction	131.1292074687876	4.6988	-5.0397	-1.1442999999999994
4164	Topic1	208.23648733241257	marital	220.7027502423999	4.6959	-4.522	-0.83484
2249	Topic1	154.58116419103268	married	165.6461746635763	4.6849	-4.8199	-1.0179799999999994
12993	Topic1	70.1980379219964	smile	77.64413760881392	4.6533	-5.6093	-1.50426
376	Topic1	1354.523405607314	partner	1516.8128989493553	4.6409	-2.6494	0.2667200000000003
7933	Topic1	47.12316920608331	married_couple	54.29657199131114	4.6124	-6.0079	-1.75978
34437	Topic1	45.70472462598704	sext	52.74310691531542	4.6108	-6.0384	-1.7787199999999999
8508	Topic1	77.70948800023938	married_woman	89.96168146048217	4.6077	-5.5077	-1.4615399999999996
8338	Topic1	74.3875874805867	married_women	86.43589951558432	4.604	-5.5513	-1.4891800000000002
9235	Topic1	43.80084886451873	husbands_wif	51.07894954426265	4.6004	-6.081	-1.80844
5788	Topic1	89.38944656425392	withdrawal	104.2874991693367	4.5999	-5.3676	-1.3806000000000003
8505	Topic1	60.628456445626135	hurt	71.78009666447912	4.5852	-5.7559	-1.6194599999999997
10345	Topic1	53.23151824001	sexual_coercion	63.02457317075506	4.5852	-5.886	-1.69752
17677	Topic1	77.4104063169374	cosmetic_surgery	92.54786974747685	4.5755	-5.5115	-1.4766999999999997
9391	Topic1	39.33865393980666	beat	47.170344879686866	4.5725	-6.1884	-1.8840399999999995
11215	Topic1	36.73952646227257	mistreatment	44.074675099916114	4.572	-6.2568	-1.9252799999999999
5984	Topic1	31.467990084570236	sexually_harass	38.709754083228106	4.547	-6.4117	-2.0282199999999997
8335	Topic1	52.30687234749905	family_work	64.65628975444254	4.5421	-5.9035	-1.72526
12091	Topic1	29.539085086903693	marital_conflict	36.74540493506833	4.5358	-6.4749	-2.07062
19665	Topic1	31.13410049117999	parental_status	38.79010431274577	4.5342	-6.4223	-2.0396999999999994
32408	Topic1	26.803241233569096	ymsm	33.99815630992648	4.5163	-6.5721	-2.1367399999999996
7668	Topic1	31.53377478532939	depression_symptom	40.20745220539593	4.5111	-6.4096	-2.04132
16231	Topic1	109.43601133320917	walk	140.5762726290053	4.5037	-5.1653	-1.2976999999999999
5025	Topic1	118.68209521361545	intimate_relationship	152.7326433448613	4.5018	-5.0842	-1.2498
6996	Topic1	65.67163058848088	unmarried	84.42635844262097	4.5029	-5.676	-1.6044399999999999
5978	Topic1	83.57685079324916	coercion	114.80167345388054	4.4366	-5.4349	-1.4862999999999995
535	Topic1	161.87533418634345	marital_status	249.37905197123428	4.3219	-4.7738	-1.1355199999999992
1729	Topic1	47.47288518060571	withdraw	62.49104924180226	4.4792	-6.0005	-1.80862
320	Topic1	346.5194534281619	relationship	3652.2639880766346	2.3989	-4.0127	-1.4480599999999997
1383	Topic1	75.25196692322197	spend	192.5304195614626	3.8147	-5.5398	-1.7979999999999994
298	Topic1	141.88186478724865	role	2932.079879956494	1.7256	-4.9056	-2.2531199999999996
942	Topic1	55.78329100947893	traditional_gender_role	111.07403727826996	4.0654	-5.8392	-1.8773599999999997
323	Topic1	87.27573644280291	behavior	2174.8246074308677	1.5384	-5.3916	-2.6196
749	Topic1	73.74993881264653	share	1066.1221086297603	2.083	-5.56	-2.5027999999999997
107	Topic1	75.85808606483474	support	2900.735510450024	1.1102	-5.5318	-2.8749999999999996
426	Topic1	70.60962235434259	power	1457.4813242923074	1.7268	-5.6035	-2.67138
241	Topic1	67.48664827237816	household	1162.9228557221174	1.9073	-5.6487	-2.6262999999999996
2502	Topic2	804.2809486686735	pain	813.8925031085123	4.5808	-3.3321	-0.16693999999999987
7996	Topic2	479.5168338558167	journal	489.0144290989303	4.5731	-3.8492	-0.4802799999999998
6148	Topic2	207.2854814333742	wealth	226.4883818330815	4.5041	-4.6879	-1.0110999999999997
4410	Topic2	163.3467190524254	fat	180.15839274841372	4.4947	-4.9261	-1.1577799999999998
9611	Topic2	102.79323787548444	inheritance	113.46767445355886	4.4939	-5.3893	-1.4360200000000003
10712	Topic2	86.12151923443331	reflexivity	97.21121308041369	4.4716	-5.5663	-1.5511399999999997
3684	Topic2	159.12884882289916	evolutionary	180.78097931362498	4.4651	-4.9523	-1.18534
13350	Topic2	53.85948180317421	prostate_cancer	61.268772765518435	4.4638	-6.0356	-1.8358399999999997
24138	Topic2	50.47329093555069	fatness	57.55308183486323	4.4614	-6.1006	-1.8757999999999997
6895	Topic2	133.709077456435	special_issue	152.70318444475092	4.4599	-5.1263	-1.2918199999999993
7336	Topic2	181.8730041720697	biology	208.4813566727042	4.4562	-4.8187	-1.1087399999999996
25736	Topic2	148.35243152740847	gaªnero	171.66013239133403	4.4468	-5.0224	-1.2347200000000003
11662	Topic2	63.02832378979888	feminista	73.14643161418354	4.4438	-5.8784	-1.7495199999999997
16605	Topic2	95.01905495900358	das	110.51628206098462	4.4416	-5.4679	-1.5041
57	Topic2	1193.9846732253063	article	1398.795516523141	4.4344	-2.937	0.011560000000000459
9332	Topic2	58.49749205731252	brazil	69.0957692900392	4.4262	-5.953	-1.80132
3442	Topic2	258.8482841913634	brazilian	310.5943069029422	4.4105	-4.4658	-0.9152799999999999
26303	Topic2	54.42395858808184	aµes	65.6101354773484	4.4058	-6.0252	-1.8527999999999996
26149	Topic2	38.84709401959086	feminismo	46.854712367019914	4.4053	-6.3624	-2.0553199999999996
13917	Topic2	37.061885795746754	experimenter	44.71058047208704	4.4051	-6.4094	-2.0835999999999997
2270	Topic2	210.53012692589905	gender_studie	255.87011701020577	4.3977	-4.6724	-1.0443599999999995
3880	Topic2	185.35825996463828	feminization	227.1820582023714	4.3892	-4.7997	-1.1241399999999997
2189	Topic2	77.54401368770222	editorial	95.59383181071952	4.3834	-5.6712	-1.64936
10705	Topic2	37.04995022708233	accounts_gender	45.81090703080523	4.3804	-6.4097	-2.09366
31387	Topic2	29.31627790745728	emotion_dysregulation	36.363005113581615	4.3773	-6.6439	-2.2354200000000004
25284	Topic2	34.32060964372685	peer_review	42.64236726052545	4.3756	-6.4863	-2.1415399999999996
24130	Topic2	31.01492844886236	cortical	38.64268337540076	4.3728	-6.5875	-2.20338
33936	Topic2	28.283274236646154	quot	35.318012761330074	4.3706	-6.6797	-2.2595799999999997
14983	Topic2	29.726241171699755	mixed_race	37.40908449978116	4.3628	-6.63	-2.2328799999999998
21455	Topic2	43.379969282550924	inquire	54.795959950385424	4.3591	-6.252	-2.00756
4159	Topic2	291.47812397820144	biological	376.2503537556836	4.3374	-4.347	-0.87324
26651	Topic2	56.8924148498766	brasil	72.1691536390582	4.3548	-5.9808	-1.84656
9388	Topic2	89.36347557529021	publication	115.0319887210767	4.3402	-5.5293	-1.5814999999999997
13210	Topic2	80.58536000595106	citation	103.9363202359604	4.3382	-5.6327	-1.6443399999999997
2138	Topic2	360.18733076389526	publish	527.9109315890126	4.2104	-4.1354	-0.7970799999999996
5009	Topic2	55.51000722148694	life_expectancy	71.41280643507984	4.3408	-6.0054	-1.8669199999999995
3945	Topic2	55.26293912359055	tolerate	71.8621832090347	4.33	-6.0099	-1.8739399999999997
2188	Topic2	102.62647005518936	editor	150.66237231429508	4.2088	-5.3909	-1.5510199999999998
2770	Topic2	78.64821371745084	nutrition	110.15762374690975	4.2558	-5.657	-1.69188
2071	Topic2	62.06461001093724	authorship	83.15490328261063	4.3002	-5.8938	-1.8161999999999994
7419	Topic2	95.43709755868173	studies_gender	145.3568010331152	4.172	-5.4635	-1.6092999999999997
5515	Topic2	99.9064162477233	social_science	154.8077675212055	4.1547	-5.4178	-1.5887999999999995
310	Topic2	407.07487385805564	field	1472.7590325821445	3.3068	-4.013	-1.0850799999999998
886	Topic2	134.50257613057585	methodological	346.3376537464498	3.6469	-5.1204	-1.6134799999999998
579	Topic2	237.75342586938615	research	1200.9073782435285	2.9731	-4.5508	-1.5412399999999995
1057	Topic2	172.82457687376407	paper	734.3891931527755	3.1459	-4.8697	-1.6634599999999997
377	Topic2	198.87883122702752	review	1073.945060792962	2.9063	-4.7293	-1.67506
1091	Topic2	204.23558527563895	author	1274.7122162932737	2.7615	-4.7027	-1.7170199999999998
117	Topic2	171.16653997723301	contribution	1078.5806052487906	2.7519	-4.8794	-1.8268800000000003
2262	Topic2	109.68433910058783	analyze	2058.107725818155	1.6608	-5.3244	-2.5303199999999997
1500	Topic2	108.74620197190605	year	1945.476849419425	1.7085	-5.333	-2.5164
205	Topic2	105.17594494271802	perspective	2189.3512075757008	1.557	-5.3664	-2.59704
66	Topic2	105.11906211841922	consider	3057.7569513627614	1.2224	-5.3669	-2.73118
1000	Topic2	99.19108802012909	present	2223.104948814741	1.4831	-5.425	-2.6617599999999997
1010	Topic2	96.40476696153281	theory	1498.984966501026	1.8487	-5.4535	-2.53262
11128	Topic3	225.2331317394708	cancer	242.63044545964624	4.7897	-4.3335	-0.6842199999999998
4669	Topic3	133.04511183553115	social_status	143.38739147785134	4.7892	-4.86	-1.0003199999999999
4898	Topic3	99.1322528313019	couple_therapy	107.38417383553801	4.7841	-5.1542	-1.17888
5256	Topic3	81.22656814960177	sex_partner	89.37256765494203	4.7685	-5.3534	-1.3046399999999994
11863	Topic3	48.8828016581273	cancer_patient	56.166777421076475	4.7252	-5.8612	-1.6266399999999996
600	Topic3	48.72983133044093	crowd	56.110485280451705	4.723	-5.8644	-1.62944
6119	Topic3	243.9747754057284	hong_kong	281.5719345965323	4.7207	-4.2536	-0.6638799999999998
10303	Topic3	67.05154850517127	sexual_intercourse	77.45687939599179	4.7198	-5.5452	-1.4392
6708	Topic3	151.0681991344799	intercourse	175.09688085191175	4.7164	-4.7329	-0.9531799999999997
12739	Topic3	64.1103744683701	organ	74.4487298113496	4.7146	-5.59	-1.4681599999999997
11366	Topic3	60.13786841485969	suicidal_behavior	70.0892485244395	4.7109	-5.654	-1.5080399999999998
17579	Topic3	41.69901518901768	beta	48.751843580206305	4.7078	-6.0202	-1.729
16675	Topic3	56.34749763909753	alpha	66.53664191824241	4.6978	-5.7191	-1.5523399999999998
8207	Topic3	44.30762321082657	hiv_status	52.60088455701864	4.6925	-5.9595	-1.6986999999999999
14225	Topic3	65.04521223113568	ptsd_symptom	77.76422498210408	4.6855	-5.5756	-1.4711599999999998
10937	Topic3	36.42349575981149	gender_typicality	43.82623957961983	4.679	-6.1554	-1.8216399999999997
8214	Topic3	50.15814131954389	risky_sexual	60.39291840220342	4.6784	-5.8355	-1.6299399999999995
5253	Topic3	68.76925345870502	gender_typ	83.06994818479185	4.6751	-5.5199	-1.4419
18862	Topic3	40.28464541469139	positive_emotion	48.79491607539509	4.6724	-6.0547	-1.7638600000000002
26902	Topic3	35.17601506711333	debut	42.72163186999179	4.6697	-6.1903	-1.8462999999999998
24793	Topic3	35.595059189679105	pre_service	43.301414864092074	4.6681	-6.1784	-1.8397999999999997
31066	Topic3	36.96357594614903	mst	45.082598058670186	4.6655	-6.1407	-1.8182199999999997
5614	Topic3	63.63891238855112	women_differ	77.84662904074519	4.6625	-5.5974	-1.4934400000000003
12699	Topic3	50.06368039735763	typicality	61.70682088302928	4.655	-5.8374	-1.6404399999999995
29380	Topic3	33.813952045545776	dotless	41.75409046290675	4.6531	-6.2298	-1.8766399999999994
9074	Topic3	38.54586774392878	hopelessness	47.836875314793026	4.6481	-6.0988	-1.8000399999999996
17876	Topic3	30.18941926881182	cad	37.697705176514305	4.6419	-6.3432	-1.94916
3781	Topic3	65.53677031417709	theories_gender	82.36848765247971	4.6355	-5.568	-1.4865999999999995
12264	Topic3	43.11534922496167	face_to_face_interview	54.75186086508666	4.6251	-5.9868	-1.7420399999999998
3689	Topic3	41.65839335104162	gender_typical	52.98512187473321	4.6235	-6.0211	-1.7632599999999994
9479	Topic3	112.28966270802245	absolute	146.27569065745888	4.5996	-5.0296	-1.17792
7441	Topic3	110.22425772376579	women_woman	143.9909156755006	4.5968	-5.0481	-1.1901399999999998
11610	Topic3	54.03843906666946	recurrent	69.11113492332997	4.618	-5.761	-1.6093999999999997
2693	Topic3	72.57876240634853	perceived_gender	94.64461724903829	4.5986	-5.466	-1.4401599999999997
7081	Topic3	63.533508996856526	women_likely	82.22254407904475	4.6062	-5.5991	-1.5169799999999998
4382	Topic3	85.44884736534935	masculine_gender	113.90918701727298	4.5766	-5.3027	-1.3509799999999996
2778	Topic3	63.273982778453444	associations_gender	82.83941138858	4.5946	-5.6032	-1.52408
275	Topic3	676.3178735982378	association	1433.6639248685108	4.1127	-3.234	-0.2953199999999998
2523	Topic3	85.91485584738213	optimal	123.8732683298766	4.4982	-5.2973	-1.3790999999999998
1524	Topic3	71.6199276366664	association_gender	100.77129656530434	4.5226	-5.4793	-1.4785400000000002
473	Topic3	129.0772455098786	delay	233.38640673554747	4.2718	-4.8902	-1.2254
7908	Topic3	99.2079023419642	unknown	164.92053124338216	4.3558	-5.1534	-1.34972
4840	Topic3	78.00808885258567	gender_attitude	121.95019147321531	4.4173	-5.3938	-1.4693599999999998
8611	Topic3	126.13002407863479	testing	300.4905144871105	3.996	-4.9133	-1.3495799999999998
3105	Topic3	69.84906345750026	compared_woman	114.61599647020572	4.3688	-5.5043	-1.5550599999999997
885	Topic3	322.8700967903846	men_woman	2877.0342074316195	2.6768	-3.9734	-1.3133199999999996
11934	Topic3	63.70868901736964	sexual_partner	97.77340302504405	4.4357	-5.5963	-1.5835
51	Topic3	220.2840143934947	status	1488.7847667155993	2.9533	-4.3557	-1.4320999999999995
274	Topic3	150.2488864057961	associate	1528.5233600997506	2.5443	-4.7384	-1.8253200000000003
462	Topic3	107.4366563057577	women_man	1040.4948595737262	2.5935	-5.0738	-2.0068799999999998
323	Topic3	123.34598838690957	behavior	2174.8246074308677	1.9943	-4.9357	-2.1637
951	Topic3	97.81023583024331	gender_difference	4490.402945272004	1.0374	-5.1676	-2.6856
127	Topic3	75.91489768850846	model	3096.850761656057	1.1555	-5.421	-2.7904
822	Topic3	67.05399048778389	activity	2103.441861884995	1.4182	-5.5452	-2.7598400000000005
536	Topic4	495.92159698740375	military	515.2701536215526	4.7282	-3.6418	-0.2937999999999996
1467	Topic4	541.9743575221531	china	566.0729342662679	4.7229	-3.553	-0.24263999999999952
9456	Topic4	201.6676814731541	bangladesh	210.95479979945603	4.7214	-4.5416	-0.8363999999999998
1900	Topic4	662.781546882513	india	703.5468593043304	4.7068	-3.3518	-0.12835999999999959
4106	Topic4	539.630963249009	chinese	573.4363277028277	4.7057	-3.5574	-0.2521599999999995
2281	Topic4	155.5207221841469	soldier	166.78484673524426	4.6965	-4.8015	-1.0022999999999997
13126	Topic4	108.58143716781446	loan	116.7389080711853	4.694	-5.1608	-1.21888
5995	Topic4	365.47502789922487	trade	394.92102114000187	4.689	-3.9471	-0.49265999999999965
15202	Topic4	79.8638231636833	microfinance	86.93833642216163	4.6816	-5.4679	-1.4081
2263	Topic4	101.1333199468115	army	110.28499337205918	4.6798	-5.2318	-1.2671599999999996
9359	Topic4	108.7061812569357	conservation	118.92018043863473	4.6766	-5.1596	-1.22512
11789	Topic4	83.08767948492454	chinese_woman	91.07663692605107	4.6746	-5.4284	-1.3872
12254	Topic4	72.68733627198671	coastal	80.1264785066511	4.669	-5.5621	-1.4696600000000002
3391	Topic4	120.46322611334448	theatre	132.96133473638758	4.6677	-5.0569	-1.1670599999999998
2713	Topic4	207.0401068585176	hostility	229.22957993951354	4.6646	-4.5154	-0.8433999999999997
9153	Topic4	76.7757261060504	jordan	85.16486467309026	4.6627	-5.5074	-1.4393599999999995
1265	Topic4	240.69590897058734	flexibility	267.9876819492291	4.659	-4.3647	-0.75522
10671	Topic4	61.4359383635791	spectacle	70.25479697822048	4.6323	-5.7303	-1.5852599999999994
17396	Topic4	115.26980633343405	plant	132.5133191180635	4.627	-5.101	-1.2098
11573	Topic4	68.85665906195413	urbanization	79.99971504407483	4.6164	-5.6162	-1.52316
21092	Topic4	43.62928529490919	wild	50.772132303088256	4.6148	-6.0725	-1.7975799999999995
537	Topic4	50.105966601315515	military_service	58.49335971190322	4.6117	-5.9341	-1.7157799999999999
26005	Topic4	85.7029888168566	caste	100.95747335763033	4.6026	-5.3974	-1.3974000000000002
11433	Topic4	102.3968103168322	republic	121.13134587220962	4.5984	-5.2194	-1.2922799999999999
31047	Topic4	41.92894321662017	borrower	49.86428227335176	4.5931	-6.1123	-1.83014
21123	Topic4	36.99556839781697	eldercare	44.123042980762605	4.5903	-6.2375	-1.9063799999999995
1122	Topic4	46.46505473884365	domestic_labor	55.45607712717353	4.5896	-6.0096	-1.7699199999999995
15651	Topic4	41.19176850838595	meritocracy	49.25929828428769	4.5876	-6.13	-1.8429599999999997
721	Topic4	50.39413561281962	interracial	60.30779116147275	4.5869	-5.9284	-1.7222799999999996
6123	Topic4	54.1726754313276	shanghai	64.90199365325765	4.5857	-5.8561	-1.6793799999999997
16145	Topic4	57.42235529424517	labor_force_participation	68.8388151872936	4.5851	-5.7978	-1.6446399999999999
4223	Topic4	61.00885807822836	feminisation	74.00671098809354	4.5733	-5.7372	-1.6129999999999995
1642	Topic4	468.832365867259	stage	665.9824847354502	4.4154	-3.698	-0.4526399999999997
3393	Topic4	266.5813578399721	adaptation	379.40464204374194	4.4135	-4.2626	-0.79216
1894	Topic4	95.5163828013276	economic_growth	124.22845415895948	4.5036	-5.289	-1.3719599999999996
2784	Topic4	63.64696389315964	import	79.70290780238001	4.5415	-5.6949	-1.6003399999999997
24209	Topic4	89.5414343545549	forest	132.11682214429987	4.3775	-5.3536	-1.4611599999999996
5736	Topic4	60.338304810802875	tree	91.54930242169189	4.3495	-5.7483	-1.7091800000000001
815	Topic4	124.89381645498854	society	1804.6378166130219	2.0958	-5.0208	-2.17416
298	Topic4	101.92209329273078	role	2932.079879956494	1.4072	-5.2241	-2.57158
435	Topic4	75.58391306446636	western	604.0766298567405	2.688	-5.523	-2.2385999999999995
3829	Topic4	67.56718793072399	west	246.70276689093347	3.4714	-5.6351	-1.9925000000000002
1973	Topic4	66.66469507938199	patriarchal	382.22131090473636	3.0201	-5.6486	-2.18112
525	Topic4	68.88448313943543	examine	3721.9752546475847	0.7769	-5.6158	-3.0587199999999997
5565	Topic5	666.2573817535201	migrant	673.4496458952907	4.5488	-3.5534	-0.3125199999999999
2251	Topic5	829.2660853524932	migration	838.2331893485438	4.5488	-3.3346	-0.18124000000000007
5210	Topic5	409.19729602501684	mobility	423.5325533338622	4.5252	-4.0409	-0.6144599999999998
11082	Topic5	180.34233886695253	migrant_woman	187.59907794514632	4.5201	-4.8603	-1.1081399999999997
2878	Topic5	308.74551151559314	border	330.84422306652465	4.4905	-4.3226	-0.7973600000000001
16559	Topic5	90.5850705821365	remittance	97.86299225434504	4.4823	-5.5488	-1.5363599999999995
1025	Topic5	148.19162921330323	globalisation	160.91262305009818	4.4772	-5.0566	-1.24308
1433	Topic5	409.00782030618916	transnational	445.4423102620772	4.4743	-4.0414	-0.6351199999999999
15323	Topic5	99.64938846458405	migrate	108.53701661547859	4.4742	-5.4535	-1.48242
4998	Topic5	355.80782783277147	europe	389.37360312178623	4.4694	-4.1807	-0.7206599999999994
2247	Topic5	67.87509691918221	international_migration	75.08477271286564	4.4586	-5.8375	-1.71906
3308	Topic5	174.73893103786244	settlement	193.85846025978975	4.4558	-4.8918	-1.1527599999999996
3128	Topic5	77.66158601415857	filipino	86.413666300762	4.4528	-5.7028	-1.6405599999999998
14991	Topic5	60.07316471005604	migratory	67.24617729157875	4.4468	-5.9596	-1.79704
9561	Topic5	76.26221989818461	arrival	86.2182316769568	4.4369	-5.7209	-1.65778
13221	Topic5	51.71010796035506	gender_migration	58.86317512229172	4.43	-6.1095	-1.8936999999999997
3709	Topic5	50.80387488138847	kinsey	57.8813335113035	4.4292	-6.1271	-1.9045800000000002
21826	Topic5	64.51981567566837	nordic	73.59749965808979	4.4279	-5.8881	-1.7616999999999998
7721	Topic5	69.23243251754373	migrant_worker	79.03042852370257	4.4272	-5.8177	-1.7197400000000003
10838	Topic5	84.6456062120012	kin	96.82293100911224	4.4252	-5.6166	-1.5998799999999997
13135	Topic5	72.63363641976852	economic_crisis	83.43035559792851	4.421	-5.7697	-1.6934199999999997
9603	Topic5	63.849794037813574	settle	73.46973189167736	4.4192	-5.8986	-1.7714799999999997
18465	Topic5	46.41440380146988	guatemala	53.888109062332795	4.4103	-6.2175	-1.96638
12568	Topic5	45.72821724046894	deaf	53.4561956401588	4.4034	-6.2324	-1.9780799999999998
18739	Topic5	42.247134561926984	female_migrant	49.396792034829964	4.4032	-6.3116	-2.02568
1405	Topic5	411.56066588093313	european	481.571221627815	4.4025	-4.0352	-0.6601199999999996
24431	Topic5	39.358447753373355	peruvian	46.47694481864575	4.3933	-6.3824	-2.0721199999999995
9216	Topic5	174.86822477976	flow	206.83398024449323	4.3917	-4.8911	-1.1779799999999994
23806	Topic5	38.23301810057383	resettlement	45.61644612738079	4.383	-6.4114	-2.09364
17646	Topic5	42.542550785559094	homeland	51.23887537962469	4.3736	-6.3046	-2.03332
3823	Topic5	186.5985855788428	northern	225.83148357415064	4.3688	-4.8262	-1.1481999999999997
417	Topic5	170.15066849645328	native	210.15645322728383	4.3484	-4.9184	-1.2116799999999999
2436	Topic5	109.35551044789699	permanent	134.55683358476443	4.3522	-5.3605	-1.47542
5405	Topic5	229.78449947972268	money	312.1685592348566	4.2532	-4.618	-1.06952
23489	Topic5	74.41437804498709	peru	91.78142330475318	4.3498	-5.7455	-1.7073799999999997
1852	Topic5	119.1940696609045	temporary	162.78448627660222	4.2479	-5.2744	-1.46548
1385	Topic5	227.43939953163616	travel	382.2748927961756	4.0403	-4.6282	-1.1607999999999994
5294	Topic5	90.83698151983549	residence	135.84037239995484	4.1572	-5.5461	-1.66478
229	Topic5	275.55981111880635	economic	860.1299898785804	3.4213	-4.4363	-1.2932599999999996
230	Topic5	223.86258654485255	economy	687.3535459252143	3.4378	-4.6441	-1.4113399999999998
10973	Topic5	79.30039081663837	east	112.222877042764	4.2123	-5.6819	-1.7242199999999999
4878	Topic5	145.56053996115327	origin	472.91091494028603	3.3813	-5.0745	-1.6921799999999996
1794	Topic5	207.58360381195374	country	1858.7943632230488	2.3674	-4.7196	-1.8847999999999996
5906	Topic5	131.70749391201915	return	529.9039189797531	3.1675	-5.1745	-1.8376999999999997
699	Topic5	117.54193358804343	live	1845.1529709548122	1.8061	-5.2883	-2.4505399999999993
1495	Topic5	92.40396735602192	international	792.3236061895625	2.4108	-5.529	-2.3530799999999994
254	Topic5	87.11974281786037	new	1759.630263800635	1.554	-5.5878	-2.73108
430	Topic5	87.32260596418938	relation	2646.1344511951334	1.1483	-5.5855	-2.8919799999999998
5043	Topic6	287.99749885225975	nationalism	295.4017099570068	4.062	-4.8644	-1.2938399999999997
2102	Topic6	585.753820196952	citizenship	603.9407323736323	4.0568	-4.1544	-0.8699199999999996
1691	Topic6	182.09550462380847	nationalist	190.3543932578898	4.043	-5.3228	-1.5764799999999999
1337	Topic6	381.9050229300906	colonial	404.4256127789394	4.0301	-4.5821	-1.1372199999999995
128	Topic6	797.280446424094	nation	845.5178539858141	4.0287	-3.8461	-0.6961799999999998
1350	Topic6	372.4175272970788	france	400.69345752445236	4.0142	-4.6073	-1.1587
1338	Topic6	126.12831764694513	colonialism	136.39655326611444	4.0091	-5.69	-1.81036
7733	Topic6	138.94083159393242	empire	151.2488876137675	4.0025	-5.5933	-1.75498
3412	Topic6	147.12681331857425	emancipation	161.2043199575273	3.996	-5.536	-1.7231999999999996
1551	Topic6	471.59751212738405	british	521.9751954402104	3.9859	-4.3712	-1.0283599999999997
3387	Topic6	161.22089582250211	postcolonial	179.31532111824998	3.981	-5.4445	-1.6742999999999997
23261	Topic6	88.06942626820674	historiography	98.11134878185817	3.9794	-6.0492	-2.0377599999999996
3383	Topic6	125.10236598401549	diaspora	140.27873861939122	3.9729	-5.6982	-1.8297599999999998
1356	Topic6	141.47404236496806	imperial	159.79553139371794	3.9656	-5.5752	-1.7588799999999996
3819	Topic6	51.669243573352304	imperialism	58.689611049405606	3.96	-6.5824	-2.3654399999999995
12444	Topic6	58.564619940044935	grassroot	66.7445539320141	3.9567	-6.4572	-2.29164
133	Topic6	290.6973800376879	radical	333.12308701329795	3.9512	-4.855	-1.3325200000000001
3384	Topic6	103.57351742640097	diasporic	118.83220321182674	3.95	-5.887	-1.9521999999999995
20972	Topic6	62.40218852857289	servant	72.13743012391106	3.9424	-6.3937	-2.25926
8001	Topic6	43.79098507506053	welsh	50.84695300716026	3.938	-6.7479	-2.4735399999999994
9554	Topic6	140.47769150143912	archive	163.5241837863648	3.9355	-5.5823	-1.7751799999999998
5116	Topic6	98.90568057853177	slave	117.16677868132292	3.918	-5.9331	-1.9926599999999994
1351	Topic6	453.446086337772	french	538.9204303180054	3.9147	-4.4104	-1.0803600000000002
1093	Topic6	393.3869490684956	canadian	468.7719598921747	3.9121	-4.5525	-1.1666599999999998
3434	Topic6	49.13181735093687	political_action	58.79834782790763	3.9078	-6.6328	-2.4165599999999996
5772	Topic6	55.824487224106285	archival	67.37848344821882	3.8993	-6.5051	-2.3433399999999995
