id;pais;ISO2;continente;subcontinente;topico_number;topico;importancia_topico;periodo;cantidad
385;Mundial;Mundial;;;Topic84;T84 - Acoso (Bullying);0.0276273562974619;2013_2015;999999999
391;Mundial;Mundial;;;Topic90;T90 - Terapia;0.0198752012724909;2013_2015;999999999
393;Mundial;Mundial;;;Topic92;T92 - Género y trabajo;0.0231469969213929;2013_2015;999999999
395;Mundial;Mundial;;;Topic94;T94 - Diversidad de género;0.0143509218033796;2013_2015;999999999
397;Mundial;Mundial;;;Topic96;T96 - Teoría feminista;0.0813169612095505;2013_2015;999999999
398;Mundial;Mundial;;;Topic97;T97 - Acoso sexual;0.0133679154409249;2013_2015;999999999
400;Mundial;Mundial;;;Topic99;T99 - Cine;0.0143539012793323;2013_2015;999999999
403;Mundial;Mundial;;;Topic03;T03 - Educacion superior;0.0323791991529502;2016_2018;999999999
406;Mundial;Mundial;;;Topic06;T06 - Religión;0.0252299210703629;2016_2018;999999999
408;Mundial;Mundial;;;Topic08;T08 - Analisis estadístico;0.0302772307248051;2016_2018;999999999
409;Mundial;Mundial;;;Topic09;T09 - Familia;0.018903479641929;2016_2018;999999999
412;Mundial;Mundial;;;Topic11;T11 - Enferm. transm. Sexual;0.0179602079122148;2016_2018;999999999
413;Mundial;Mundial;;;Topic12;T12 - Cuestionarios;0.0297976176725383;2016_2018;999999999
417;Mundial;Mundial;;;Topic16;T16 - Trabajadoras sexuales;0.014963567234575;2016_2018;999999999
418;Mundial;Mundial;;;Topic17;T17 - Autoestima;0.0201896477043026;2016_2018;999999999
422;Mundial;Mundial;;;Topic21;T21 - Identidades de genero;0.0444391519876793;2016_2018;999999999
431;Mundial;Mundial;;;Topic30;T30 - Cigarrillo;0.0162874530753682;2016_2018;999999999
433;Mundial;Mundial;;;Topic32;T32 - Orientación sexual;0.0228366012128213;2016_2018;999999999
434;Mundial;Mundial;;;Topic33;T33 - Marketing;0.017979434979305;2016_2018;999999999
437;Mundial;Mundial;;;Topic36;T36 - Violencia de pareja;0.010031619982674;2016_2018;999999999
439;Mundial;Mundial;;;Topic38;T38 - Lenguaje feminista;0.00567648474347868;2016_2018;999999999
442;Mundial;Mundial;;;Topic41;T41 - Lugar de trabajo;0.0271051737414573;2016_2018;999999999
444;Mundial;Mundial;;;Topic43;T43 - Inequidad de género;0.0347809461930889;2016_2018;999999999
449;Mundial;Mundial;;;Topic48;T48 - Imagen corporal;0.0145391808643758;2016_2018;999999999
453;Mundial;Mundial;;;Topic52;T52 - Experimentos;0.0322896910193474;2016_2018;999999999
456;Mundial;Mundial;;;Topic55;T55 - Racismo;0.0236767013187025;2016_2018;999999999
460;Mundial;Mundial;;;Topic59;T59 - Escuela;0.0156554961979016;2016_2018;999999999
463;Mundial;Mundial;;;Topic62;T62 - Violencia domestica;0.0221328087400135;2016_2018;999999999
473;Mundial;Mundial;;;Topic72;T72 - Abuso de sustancias;0.0217452401578593;2016_2018;999999999
474;Mundial;Mundial;;;Topic73;T73 - Estereotipos de género;0.0237096736933295;2016_2018;999999999
485;Mundial;Mundial;;;Topic84;T84 - Acoso (Bullying);0.0289006545384541;2016_2018;999999999
491;Mundial;Mundial;;;Topic90;T90 - Terapia;0.0204472904033112;2016_2018;999999999
493;Mundial;Mundial;;;Topic92;T92 - Género y trabajo;0.024517046876504;2016_2018;999999999
495;Mundial;Mundial;;;Topic94;T94 - Diversidad de género;0.0158090672827029;2016_2018;999999999
497;Mundial;Mundial;;;Topic96;T96 - Teoría feminista;0.0831850466839927;2016_2018;999999999
498;Mundial;Mundial;;;Topic97;T97 - Acoso sexual;0.0146733612474733;2016_2018;999999999
500;Mundial;Mundial;;;Topic99;T99 - Cine;0.0158066127634999;2016_2018;999999999
503;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic03;T03 - Educacion superior;0.03629079744375;2010_2012;16
504;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic03;T03 - Educacion superior;0.0621405921411765;2013_2015;34
505;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic03;T03 - Educacion superior;0.0524175284088889;2016_2018;45
508;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic06;T06 - Religión;0.05777133175625;2010_2012;16
509;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic06;T06 - Religión;0.0371885906735294;2013_2015;34
510;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic06;T06 - Religión;0.0280578487955556;2016_2018;45
513;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic08;T08 - Analisis estadístico;0.003165552425;2010_2012;16
514;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic08;T08 - Analisis estadístico;0.0327195754852941;2013_2015;34
515;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic08;T08 - Analisis estadístico;0.0188526233311111;2016_2018;45
518;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic09;T09 - Familia;0.00327860786875;2010_2012;16
519;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic09;T09 - Familia;0.0175036428205882;2013_2015;34
520;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic09;T09 - Familia;0.0118582598777778;2016_2018;45
523;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic11;T11 - Enferm. transm. Sexual;0.02249803330625;2010_2012;16
524;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic11;T11 - Enferm. transm. Sexual;0.00957646111764706;2013_2015;34
525;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic11;T11 - Enferm. transm. Sexual;0.0135063570133333;2016_2018;45
528;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic12;T12 - Cuestionarios;0.06161521684375;2010_2012;16
529;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic12;T12 - Cuestionarios;0.0277185346794118;2013_2015;34
530;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic12;T12 - Cuestionarios;0.0358963595622222;2016_2018;45
533;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic16;T16 - Trabajadoras sexuales;0.0101749899375;2010_2012;16
534;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic16;T16 - Trabajadoras sexuales;0.00489463568235294;2013_2015;34
535;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic16;T16 - Trabajadoras sexuales;0.0160789964444444;2016_2018;45
538;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic17;T17 - Autoestima;0.0156016512375;2010_2012;16
539;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic17;T17 - Autoestima;0.0176632505058824;2013_2015;34
540;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic17;T17 - Autoestima;0.0201791405377778;2016_2018;45
543;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic21;T21 - Identidades de genero;0.02430692040625;2010_2012;16
544;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic21;T21 - Identidades de genero;0.0233559246147059;2013_2015;34
545;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic21;T21 - Identidades de genero;0.00900423800888889;2016_2018;45
548;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic30;T30 - Cigarrillo;0.00667027118125;2010_2012;16
549;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic30;T30 - Cigarrillo;0.00760796633235294;2013_2015;34
550;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic30;T30 - Cigarrillo;0.0403582810755556;2016_2018;45
553;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic32;T32 - Orientación sexual;0.0314294133625;2010_2012;16
554;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic32;T32 - Orientación sexual;0.0217066452;2013_2015;34
555;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic32;T32 - Orientación sexual;0.0265705416244444;2016_2018;45
558;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic33;T33 - Marketing;0.01842803733125;2010_2012;16
559;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic33;T33 - Marketing;0.00579907923235294;2013_2015;34
560;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic33;T33 - Marketing;0.0356149771244444;2016_2018;45
563;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic36;T36 - Violencia de pareja;0.00802693650625;2010_2012;16
564;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic36;T36 - Violencia de pareja;0.00787397914117647;2013_2015;34
565;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic36;T36 - Violencia de pareja;0.00924542295555555;2016_2018;45
568;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic38;T38 - Lenguaje feminista;0.00373082964375;2010_2012;16
569;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic38;T38 - Lenguaje feminista;0.00473502799705882;2013_2015;34
570;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic38;T38 - Lenguaje feminista;0.00868265808;2016_2018;45
573;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic41;T41 - Lugar de trabajo;0.0958710163;2010_2012;16
574;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic41;T41 - Lugar de trabajo;0.0788461965352941;2013_2015;34
575;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic41;T41 - Lugar de trabajo;0.06946126464;2016_2018;45
578;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic43;T43 - Inequidad de género;0.05008356158125;2010_2012;16
579;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic43;T43 - Inequidad de género;0.0617149716470588;2013_2015;34
580;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic43;T43 - Inequidad de género;0.0344090523911111;2016_2018;45
583;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic48;T48 - Imagen corporal;0.029394415375;2010_2012;16
584;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic48;T48 - Imagen corporal;0.0142582865529412;2013_2015;34
585;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic48;T48 - Imagen corporal;0.01121510002;2016_2018;45
588;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic52;T52 - Experimentos;0.026681084725;2010_2012;16
589;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic52;T52 - Experimentos;0.0750156120882353;2013_2015;34
590;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic52;T52 - Experimentos;0.0218674351644444;2016_2018;45
593;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic55;T55 - Racismo;0.0024872197625;2010_2012;16
594;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic55;T55 - Racismo;0.0146839070470588;2013_2015;34
595;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic55;T55 - Racismo;0.01519465164;2016_2018;45
598;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic59;T59 - Escuela;0.00576582763125;2010_2012;16
599;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic59;T59 - Escuela;0.0108001200382353;2013_2015;34
600;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic59;T59 - Escuela;0.0160387989533333;2016_2018;45
603;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic62;T62 - Violencia domestica;0.00214805343125;2010_2012;16
604;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic62;T62 - Violencia domestica;0.0165459967088235;2013_2015;34
605;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic62;T62 - Violencia domestica;0.0090444355;2016_2018;45
608;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic72;T72 - Abuso de sustancias;0.02634191839375;2010_2012;16
609;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic72;T72 - Abuso de sustancias;0.0109597277235294;2013_2015;34
610;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic72;T72 - Abuso de sustancias;0.0219076326555556;2016_2018;45
613;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic73;T73 - Estereotipos de género;0.003165552425;2010_2012;16
614;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic73;T73 - Estereotipos de género;0.0230899118058824;2013_2015;34
615;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic73;T73 - Estereotipos de género;0.0182898584555556;2016_2018;45
618;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic84;T84 - Acoso (Bullying);0.02091525709375;2010_2012;16
619;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic84;T84 - Acoso (Bullying);0.00755476377058823;2013_2015;34
620;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic84;T84 - Acoso (Bullying);0.0486791617355556;2016_2018;45
623;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic90;T90 - Terapia;0.00327860786875;2010_2012;16
624;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic90;T90 - Terapia;0.0139390711823529;2013_2015;34
625;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic90;T90 - Terapia;0.0161593914266667;2016_2018;45
628;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic92;T92 - Género y trabajo;0.009496657275;2010_2012;16
629;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic92;T92 - Género y trabajo;0.0267608885676471;2013_2015;34
630;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic92;T92 - Género y trabajo;0.0240380996844444;2016_2018;45
633;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic94;T94 - Diversidad de género;0.02114136798125;2010_2012;16
634;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic94;T94 - Diversidad de género;0.00686313046764706;2013_2015;34
635;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic94;T94 - Diversidad de género;0.0331227326755556;2016_2018;45
638;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic96;T96 - Teoría feminista;0.08377408381875;2010_2012;16
639;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic96;T96 - Teoría feminista;0.04250884685;2013_2015;34
640;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic96;T96 - Teoría feminista;0.0288617986177778;2016_2018;45
643;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic97;T97 - Acoso sexual;0.0024872197625;2010_2012;16
644;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic97;T97 - Acoso sexual;0.0226642913117647;2013_2015;34
645;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic97;T97 - Acoso sexual;0.0367807043666667;2016_2018;45
648;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic99;T99 - Cine;0.00780082561875;2010_2012;16
649;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic99;T99 - Cine;0.02803775005;2013_2015;34
650;Emiratos Árabes Unidos;AE;Asia;Asia Occidental;Topic99;T99 - Cine;0.00598942617555556;2016_2018;45
652;Argentina;AR;America;America del Sur;Topic03;T03 - Educacion superior;0.0307836869294118;2007_2009;17
653;Argentina;AR;America;America del Sur;Topic03;T03 - Educacion superior;0.0115962606666667;2010_2012;45
654;Argentina;AR;America;America del Sur;Topic03;T03 - Educacion superior;0.0218345381763158;2013_2015;76
655;Argentina;AR;America;America del Sur;Topic03;T03 - Educacion superior;0.0149743018173913;2016_2018;69
657;Argentina;AR;America;America del Sur;Topic06;T06 - Religión;0.0319238234823529;2007_2009;17
658;Argentina;AR;America;America del Sur;Topic06;T06 - Religión;0.0328339837733333;2010_2012;45
659;Argentina;AR;America;America del Sur;Topic06;T06 - Religión;0.0438848714289474;2013_2015;76
660;Argentina;AR;America;America del Sur;Topic06;T06 - Religión;0.0206571898086957;2016_2018;69
662;Argentina;AR;America;America del Sur;Topic08;T08 - Analisis estadístico;0.00324500403529412;2007_2009;17
663;Argentina;AR;America;America del Sur;Topic08;T08 - Analisis estadístico;0.0144787597466667;2010_2012;45
664;Argentina;AR;America;America del Sur;Topic08;T08 - Analisis estadístico;0.0151841262789474;2013_2015;76
665;Argentina;AR;America;America del Sur;Topic08;T08 - Analisis estadístico;0.0136994334086957;2016_2018;69
667;Argentina;AR;America;America del Sur;Topic09;T09 - Familia;0.00815636149411765;2007_2009;17
